Participant,Practice,Block,Trial,VV,ObjectsCount,MeasuredTime
6,true,0,0,VV2,16,2484
6,true,0,1,VV1VV2,16,8143
6,true,0,2,VV1,16,1123
6,false,1,0,VV2,16,766
6,false,1,1,VV2,16,582
6,false,1,2,VV1,16,649
6,false,1,3,VV1,16,610
6,false,1,4,VV1VV2,16,3417
6,false,1,5,VV1VV2,16,5364
6,false,1,6,VV1VV2,16,2480
6,false,1,7,VV2,16,633
6,false,1,8,VV2,16,561
6,false,1,9,VV1,16,794
6,false,1,10,VV1,16,603
6,false,1,11,VV2,16,550
6,false,1,12,VV1VV2,16,3372
6,false,1,13,VV1,16,824
6,false,1,14,VV1VV2,16,4011
6,true,0,0,VV1,36,734
6,true,0,1,VV2,36,566
6,true,0,2,VV1VV2,36,1719
6,false,2,0,VV1,36,1141
6,false,2,1,VV2,36,601
6,false,2,2,VV1VV2,36,1048
6,false,2,3,VV1,36,1296
6,false,2,4,VV1VV2,36,4554
6,false,2,5,VV2,36,594
6,false,2,6,VV2,36,532
6,false,2,7,VV1,36,561
6,false,2,8,VV1,36,613
6,false,2,9,VV1VV2,36,2031
6,false,2,10,VV1VV2,36,1289
6,false,2,11,VV1VV2,36,1147
6,false,2,12,VV2,36,559
6,false,2,13,VV2,36,634
6,false,2,14,VV1,36,562
6,true,0,0,VV1VV2,9,4453
6,true,0,1,VV2,9,550
6,true,0,2,VV1,9,772
6,false,3,0,VV1VV2,9,972
6,false,3,1,VV1,9,756
6,false,3,2,VV1VV2,9,3306
6,false,3,3,VV2,9,623
6,false,3,4,VV2,9,1067
6,false,3,5,VV1,9,560
6,false,3,6,VV1,9,531
6,false,3,7,VV1VV2,9,537
6,false,3,8,VV1VV2,9,1321
6,false,3,9,VV1VV2,9,2217
6,false,3,10,VV2,9,608
6,false,3,11,VV2,9,548
6,false,3,12,VV1,9,534
6,false,3,13,VV1,9,531
6,false,3,14,VV2,9,567
